# Created by Octave 6.4.0, Thu Apr 11 17:02:09 2024 CEST <pauline@nanotower>
# name: N
# type: scalar
200


# name: P1
# type: complex matrix
# rows: 84
# columns: 42
 (0.13961495735735663,-0.16097131907856749) (0.00016317822867721599,0.19755085201505698) (0.19090397609151152,-0.043606317771273551) (-0.14590657451836408,0.10914746484708805) (-0.34528668536435037,0.0063906722946746042) (0.21112204444763305,0.022210435936778572) (0.3309610984098596,-0.056963416102338821) (-0.10184544833381409,0.21279544935344696) (-0.020043677892026879,-0.32844611499152765) (-0.14285528562700089,0.33360720190831183) (-0.0088751978228369041,0.25138351634046069) (-0.078953836188660448,-0.13139654329055223) (-0.12092579515601905,-0.053699643449500824) (-0.052195577634415048,-0.063296761152604311) (0.0080169035286688263,-0.035070949319288357) (0.0093473497905793429,0.018170351129203136) (-0.0074551408509876613,0.02766292941519042) (-0.014375086119677596,-0.0068594071599186223) (0.0032195986912732892,0.0041352526211041636) (-0.0026431507260326007,-0.016829026211598777) (0.0078979902083589036,-3.3720315973334407e-05) (0,-0) (0,-0) (0,-0) (-0,0) (0,0) (-0,0) (0,-0) (0,0) (0,0) (0,0) (0,0) (-0,0) (0,0) (0,0) (-0,0) (-0,0) (-0,0) (0,0) (0,0) (0,0) (-0,0)
 (0.14875128363740797,-0.30242377051074448) (0.032996493759779547,0.3012955166592402) (0.16353330381576386,-0.026179944462302311) (0.0096697911180450083,0.14742944942288111) (-0.25610099321477875,0.097487968828893726) (0.22981833336756305,-0.035717848282940688) (0.17979291518148705,0.027172475127090742) (0.085641764216133051,-0.13831625423172952) (-0.15154316656103561,0.21167787327386134) (0.036693942391243933,-0.22117804039126096) (-0.17021767139566513,-0.29628264001105958) (0.15824614879450388,0.29694522374224092) (0.15959678602451582,0.15268835397135669) (0.12765592518992036,0.041749802932809048) (0.081941758717512775,0.0010424996877203274) (0.02769362426307519,0.016882585418712449) (-0.0077983224501308665,0.014649631573590113) (-0.011440362143556298,-0.010044606014581084) (0.0014388968095841749,0.0037853109834728991) (0.0020336046044249897,-0.012754683419451331) (0.0076144519732903489,0.0016428658231639258) (0,-0) (0,-0) (0,-0) (-0,0) (0,0) (-0,0) (0,-0) (0,0) (0,0) (0,0) (0,0) (-0,0) (0,0) (0,0) (-0,0) (-0,0) (-0,0) (0,0) (0,0) (0,0) (-0,0)
 (0.066971423109370737,-0.33639769239988948) (0.069194852419206546,0.25705326217446745) (0.027545205230244618,0.085174303458862829) (0.24981646299722723,0.012583611245385269) (0.041735726161167629,0.056067531834260206) (0.2057154735216595,-0.1030679981132534) (-0.029661966800511773,0.16631880281169703) (0.081646272079690607,-0.3120370265514647) (-0.0061897304821117716,0.19875595086781658) (-0.06225267477911834,0.01076102718168194) (0.031253796998690818,0.15266804958677213) (-0.19791874470679804,-0.20492584018492693) (-0.31430102807694937,-0.16544587827579671) (-0.25364738736386649,-0.11947320658848483) (-0.12774730855227415,-0.026177468913925764) (-0.047444543587615379,0.036082911547929045) (-0.019078302189469494,0.029983995155849395) (-0.015277704128664422,-0.0057046136439157374) (0.0021050101246915406,0.0032472933016337111) (-0.0010530182891663477,-0.012132102173609594) (0.0078875991193938476,0.00083678917843039513) (0,-0) (0,-0) (0,-0) (-0,0) (0,0) (-0,0) (0,-0) (0,0) (0,0) (0,0) (0,0) (-0,0) (0,0) (0,0) (-0,0) (-0,0) (-0,0) (0,0) (0,0) (0,0) (-0,0)
 (-0.024081697556232604,-0.25753464952679012) (0.070028458675400446,0.11945926842747158) (-0.067615600048277227,0.22332407156187412) (0.32820023414005906,-0.17521490008042587) (0.10717207113132526,-0.034874101150314973) (0.15907611243961359,-0.15882316168750371) (0.02404735518876204,0.11146792592284289) (0.018601550462267639,-0.051271956722952074) (-0.069429634059445938,-0.17493146128521242) (0.0051167711115258779,0.2958226430429779) (0.055703569719978127,0.10398605427101779) (0.034305769942068499,0.098490580691723506) (0.22705805030953852,0.156503409824267) (0.33543976147908988,0.050052441559652661) (0.29261141414906433,-0.041540583782637114) (0.15637487669298469,-0.047350528616383357) (0.035297163443240714,-0.025237429527783545) (-0.006897144238603708,-0.020507497486443212) (0.0021308020403930728,0.0027933978489500062) (-0.0013243302756435794,-0.013202071739834415) (0.008036502076957542,-2.9054485508118663e-05) (0,-0) (0,-0) (0,-0) (-0,0) (0,0) (-0,0) (0,-0) (0,0) (0,0) (0,0) (0,0) (-0,0) (0,0) (0,0) (-0,0) (-0,0) (-0,0) (0,0) (0,0) (0,0) (-0,0)
 (-0.066974482466130386,-0.123587066436323) (0.032106629699296528,-0.018840356818177802) (-0.066650818545677906,0.29627601251558394) (0.22116324245319563,-0.24582200703040014) (-0.049236518080363716,0.0086412804183013392) (0.098596675028582881,-0.2003625883567785) (0.13643705821407562,-0.071379029860857382) (0.063950818083698985,0.11418068775389331) (-0.15518626030330854,-0.098541236540233682) (0.0025621312468525432,0.026086251247565227) (-0.17749978223911156,-0.10550683140747237) (0.15765312780303026,0.11006812966211006) (-0.042440549161791914,-0.035834882370690511) (-0.27003484710771042,-0.062142788267092866) (-0.34875900904449147,0.058478189415283349) (-0.24031320728202549,0.18063881449936769) (-0.095485358190952357,0.14701110405070775) (-0.035050775695515263,0.048457188914923129) (0.0020428052214735469,0.0024408948948817775) (-0.0021901986834178353,0.0017013100347575364) (0.0084381977211183783,0.00048525452142912737) (0,-0) (0,-0) (0,-0) (-0,0) (0,0) (-0,0) (0,-0) (0,0) (0,0) (0,0) (0,0) (-0,0) (0,0) (0,0) (-0,0) (-0,0) (-0,0) (0,0) (0,0) (0,0) (-0,0)
 (-0.054937773444480822,-0.0032588195690449462) (-0.015182750013990609,-0.095575233967442871) (-0.010460669412780718,0.27084635106586308) (0.067891730370840661,-0.16524336140094073) (-0.16263880529565142,0.14739248774455219) (0.021180509504050565,-0.2224812527857688) (0.13217710827761681,-0.1417564066207658) (0.075140589240687311,-0.012667840347537117) (-0.025263303203118884,0.13528747956373682) (-0.096919206533649743,-0.092812412696476582) (-0.086702599556032933,0.0059161988834007077) (-0.110755439187209,-0.026789044222648852) (-0.20393506018928095,0.0091734494417000101) (-0.024144219342851124,0.00021129339835481049) (0.2651883267156192,-0.084297734458454857) (0.31721654167893892,-0.2367262022928103) (0.14861157619575566,-0.27350744005748934) (0.01952009747319973,-0.17356461795285089) (0.0015811195243522443,0.0019659631105662569) (-0.0081337526798245172,-0.060916362456606157) (0.0049672399979742215,-0.0086777438647010902) (0,-0) (0,-0) (0,-0) (-0,0) (0,0) (-0,0) (0,-0) (0,0) (0,0) (0,0) (0,0) (-0,0) (0,0) (0,0) (-0,0) (-0,0) (-0,0) (0,0) (0,0) (0,0) (-0,0)
 (-0.016454696017640685,0.064713456177890205) (-0.041184869055245363,-0.10282754500445286) (0.03794557438137898,0.18422822420351181) (-0.015505265696124617,-0.027177612150792965) (-0.13150877696567742,0.22276956176599674) (-0.069711722288890693,-0.20933592265422676) (0.075646638170442676,-0.055752569484357681) (-0.0012834628885718818,-0.16224989349744678) (0.081701941004801687,0.12305141454869331) (-0.048776880415301531,0.060862139344717472) (0.087182528767969156,0.059447335310044161) (-0.10652032381477849,0.025703742201169746) (0.065073623486654714,0.035120641539972665) (0.16597898471209893,-0.076095634798200876) (0.035501794069208226,-0.061786456415498216) (-0.14888196502600118,0.18011978571379222) (-0.15542361044915121,0.40161226203475875) (-0.038680919288551219,0.35612294398560357) (0.0038577447354331924,0.0039958625304468282) (0.045940465078851911,0.16442498702854058) (0.03352810839115597,0.038004288355725217) (0,-0) (0,-0) (0,-0) (-0,0) (0,0) (-0,0) (0,-0) (0,0) (0,0) (0,0) (0,0) (-0,0) (0,0) (0,0) (-0,0) (-0,0) (-0,0) (0,0) (0,0) (0,0) (-0,0)
 (0.016052629759828109,0.079783096844756346) (-0.037299502208056654,-0.068491275232178822) (0.050065708712508677,0.095924386424967312) (-0.01758001249394904,0.067331542458917287) (-0.046330843198937058,0.18335908813724791) (-0.14845413709900024,-0.15179769126175321) (0.052180923170763983,0.052108511952801556) (-0.057062131804669555,-0.16256537420150532) (0.025744654422823341,-0.0051954618743771924) (0.056862052851498437,0.13704567657184413) (0.047453519357804522,0.0037985509343085224) (0.061284560198537119,0.045035017225999938) (0.098194690100943532,-0.032348410442068015) (-0.034183296588971027,-0.033089686211612596) (-0.12726782611459056,0.10341813453102985) (-0.019933951600230905,0.10684994075671704) (0.062669368061256003,-0.19271645721184208) (-0.044675993451185753,-0.43812990717694) (-0.030759868695944624,-0.014293281595740547) (-0.14992542864530575,-0.37261189802296202) (-0.11798402125113794,-0.14676520518079725) (0,-0) (0,-0) (0,-0) (-0,0) (0,0) (-0,0) (0,-0) (0,0) (0,0) (0,0) (0,0) (-0,0) (0,0) (0,0) (-0,0) (-0,0) (-0,0) (0,0) (0,0) (0,0) (-0,0)
 (0.026994102749227401,0.062510181498485695) (-0.016431031417380143,-0.026104807174556516) (0.035028440419872853,0.039865415772111432) (0.011948154591911521,0.085385234125407966) (0.0014675830277990423,0.09639476848972553) (-0.18331667306869542,-0.071631740745654884) (0.053975511062292855,0.086600275984729969) (-0.042550440110000844,-0.080634266659724285) (-0.062851212189466987,-0.051869961624084179) (0.068494151254883534,0.080264491917527339) (-0.05169852256710062,-0.013530731245683155) (0.088508332929288891,0.0036188609452912574) (-0.025873181116098421,-0.017347397462781692) (-0.097426952957043664,0.044736284845760449) (0.0049493497613859218,0.036900705884720275) (0.06860455641012328,-0.12222831044564114) (-0.021336734849286956,-0.13185156083675847) (0.01336482712837414,0.1499436831833105) (0.17136616701142385,0.067223246229782707) (0.22978618077111637,0.38972765402543824) (0.33721337891064196,0.28680568496358377) (0,-0) (0,-0) (0,-0) (-0,0) (0,0) (-0,0) (0,-0) (0,0) (0,0) (0,0) (0,0) (-0,0) (0,0) (0,0) (-0,0) (-0,0) (-0,0) (0,0) (0,0) (0,0) (-0,0)
 (0.018644515565561723,0.03288883396420151) (0.0018490109145895171,0.0020639856260876756) (0.013687793397522784,0.013901259987471704) (0.029254314532556339,0.049379855562531556) (0.0057675058065435863,0.030038995616099694) (-0.17424677000420738,-0.0096835455578534457) (0.048184206898817118,0.0549932125789072) (-0.0078801329217543827,-0.01571587938315519) (-0.079169919730484248,-0.015619669248872838) (0.023092783923106229,0.015327429980560281) (-0.065099023033762332,0.012169406609556841) (0.02885256209779162,-0.014999747826004816) (-0.057592203540112109,0.032809377483262195) (-0.029798678490093752,0.038893736677358563) (0.044361456498474033,-0.061724607333775695) (0.0068217485044266973,-0.087946952320260063) (0.0016837003525568689,0.091925606767776932) (0.082168345288503947,0.15609341253458667) (-0.46633795473910583,-0.099843152755380637) (-0.046782195094908455,-0.080322849659331785) (-0.40382769134353447,-0.24331595189727342) (0,-0) (0,-0) (0,-0) (-0,0) (0,0) (-0,0) (0,-0) (0,0) (0,0) (0,0) (0,0) (-0,0) (0,0) (0,0) (-0,0) (-0,0) (-0,0) (0,0) (0,0) (0,0) (-0,0)
 (-6.9065558190782865e-05,5.9577456036294071e-05) (0.0038516377001088353,0.0053657651669663537) (2.7863451486364571e-05,2.5479004589038186e-05) (0.019724704041862533,-0.007579063384794707) (2.0935802722361396e-05,0.00012246208230552768) (-0.15690079184766267,0.020781464235848007) (0.033400766470759409,-0.0077768313614653313) (-6.0334810700914503e-05,-4.0203751975933339e-05) (-0.04384222879280214,0.045008994805249371) (3.5155328313279217e-05,4.7003966336634535e-05) (-0.025885025013968346,0.050301039819969133) (4.6729284901398195e-05,1.6147868417558245e-05) (-0.016340549866693314,0.066705453271375226) (-3.2269188458194057e-05,-5.5494964370773194e-06) (-0.0078554433318954973,-0.091050762382714437) (2.9212008421972522e-05,-8.527866989741572e-06) (0.080193455662270124,0.11191981581212754) (-1.6667840951837831e-05,1.4623537467501684e-05) (0.67032638691703528,0) (-0.20703454552902448,-0.11895679154885846) (4.5453584151472086e-06,-1.0548371844157383e-05) (0,-0) (0,-0) (0,-0) (-0,0) (0,0) (-0,0) (0,-0) (0,0) (0,0) (0,0) (0,0) (-0,0) (0,0) (0,0) (-0,0) (-0,0) (-0,0) (0,0) (0,0) (0,0) (-0,0)
 (-0.023658810414155754,-0.033664422661919831) (-0.01524230022232333,-0.020241314014257574) (0.002808671408570038,-0.012281012927567682) (-0.012350955647142264,-0.061359273722489949) (0.0066204490116867527,0.0053727286668336189) (-0.15580881353913292,0.050911831730298195) (0.02573592486396413,-0.083411703046803884) (-0.021697613393047918,-0.043584471922993064) (-0.0049382981583372468,0.09578223080975018) (0.015696863023946378,0.046552680992266983) (0.0011215471997119073,0.089386391694251499) (0.01961921435223694,0.057020083793657798) (0.015271867581734509,0.082815438662401014) (-0.043040249265325597,-0.062689654688513105) (-0.037532621471580568,-0.089184512189082563) (0.092009414869544143,0.075287073810711785) (0.083492393403677687,0.074193538435757003) (-0.19872362846158889,-0.071662936525866944) (-0.48320026402814314,0.12421313442506778) (-0.096435339382429958,-0.044037392557904342) (0.51317722257058818,0) (0,-0) (0,-0) (0,-0) (-0,0) (0,0) (-0,0) (0,-0) (0,0) (0,0) (0,0) (0,0) (-0,0) (0,0) (0,0) (-0,0) (-0,0) (-0,0) (0,0) (0,0) (0,0) (-0,0)
 (-0.050315855523237196,-0.062437228619989044) (-0.053350166650521613,-0.071982608404936643) (0.035510147594157722,-0.01965728804065333) (-0.050088916546025944,-0.088430479129689016) (0.037232324554325305,0.060359766551219704) (-0.1508951561636683,0.11112202627531559) (0.037999919022841361,-0.13927437590659367) (-0.060740969930251659,-0.14792095583038459) (0.0011727838796976309,0.083714578569808892) (0.057012095509271291,0.1442699929472287) (-0.026727537675545074,0.071249384293732843) (0.060332436450958614,0.13604868084035021) (-0.025072824337688919,0.024160098336691044) (-0.10769831865958435,-0.12273840598164326) (0.058987732735235443,0.0025529385681326601) (0.16601741708926507,0.10460942598570011) (-0.16993604654884945,-0.024403597668721091) (-0.18514974297264269,-0.046813131757945464) (0.17471828182525959,-0.084636995282673516) (0.5195189917872739,0) (-0.4696416548546935,0.10218534095948556) (0,-0) (0,-0) (0,-0) (-0,0) (0,0) (-0,0) (0,-0) (0,0) (0,0) (0,0) (0,0) (-0,0) (0,0) (0,0) (-0,0) (-0,0) (-0,0) (0,0) (0,0) (0,0) (-0,0)
 (-0.073134286523520553,-0.07169671994020331) (-0.10015017777523857,-0.13468185529934679) (0.11509065859346211,-0.015958803843042838) (-0.055972671635446308,-0.063049831352915975) (0.10209857100933489,0.16598582210231938) (-0.10763033295450919,0.1861636800844772) (0.085869906508688199,-0.10586669880827151) (-0.093835268959221674,-0.24310355865248015) (-0.071214065858989109,-0.035563251081727199) (0.079842313049848582,0.18438604881513795) (-0.124118084890756,-0.051449965122745266) (0.040478803597362403,0.10082236979507936) (-0.13942186944168689,-0.10203305483227314) (-0.020447481610796341,-0.039454414551319761) (0.20749861263307401,0.1218069720304177) (-0.1135565241566885,-0.024992044303670524) (-0.25828475580927113,-0.058410226300973977) (0.5145481759928594,0) (-0.028044275038575657,0.023695464996003408) (-0.44581433853322605,0.088336578490317008) (0.19629714560197592,-0.088956409119687649) (0,-0) (0,-0) (0,-0) (-0,0) (0,0) (-0,0) (0,-0) (0,0) (0,0) (0,0) (0,0) (-0,0) (0,0) (0,0) (-0,0) (-0,0) (-0,0) (0,0) (0,0) (0,0) (-0,0)
 (-0.071704744004448942,-0.045320266912075045) (-0.1309288715779702,-0.1794390210541679) (0.24111468137056574,-0.0055523784701074774) (0.022305513689780131,0.017088563156292681) (0.17846445384071805,0.25485515551487181) (-0.024809337755689484,0.23342361596464931) (0.17866582513518309,0.049982666173688559) (-0.053983831167447843,-0.18739329260581988) (-0.19408924224754703,-0.15908994037709481) (-0.0080279088770950028,0.033171220244042551) (-0.15908003079690186,-0.13736564851535282) (-0.10491627501388512,-0.096903413078890444) (-0.088879696908331265,-0.074733808892235479) (0.20436789399692079,0.12163017124912107) (-0.062609714194497096,-0.00038158667372956492) (-0.27852816926958379,-0.083636978881946475) (0.51976531902941314,0) (-0.43267145806397311,0.10116337955256127) (0.0047579026566669323,-0.00014208844961616511) (0.18388254119569966,-0.092245659825303569) (-0.040698003259991608,0.023013808112022787) (0,-0) (0,-0) (0,-0) (-0,0) (0,0) (-0,0) (0,-0) (0,0) (0,0) (0,0) (0,0) (-0,0) (0,0) (0,0) (-0,0) (-0,0) (-0,0) (0,0) (0,0) (0,0) (-0,0)
 (-0.016118410856683814,0.017669753102939202) (-0.10546555196761985,-0.17639729058573422) (0.36933370912574526,-0.00067300679213586068) (0.20172495463280785,0.1002300518910986) (0.17357527668331948,0.21744977610323368) (0.066749270438616712,0.23182456031756349) (0.2529876321121286,0.20949976482365404) (0.10217120338728616,0.04208328967687839) (-0.15333061391839467,-0.079255022287005802) (-0.14565756153582232,-0.15576924519663676) (0.071147460106381746,0.0097470660024778378) (-0.10262564491962603,-0.12875540760150728) (0.2236386818160295,0.12300564508485151) (-0.052100628735967193,0.023941133051161467) (-0.32441790928797559,-0.13381611748663097) (0.52725928928135746,0) (-0.39179692415876344,0.11960199710116162) (0.18166692310314153,-0.074229887547256207) (0.0029096084269358072,0.0024283233655166677) (-0.054411094678906056,0.023722013572554431) (0.008364156480712261,-0.011687428776884029) (0,-0) (0,-0) (0,-0) (-0,0) (0,0) (-0,0) (0,-0) (0,0) (0,0) (0,0) (0,0) (-0,0) (0,0) (0,0) (-0,0) (-0,0) (-0,0) (0,0) (0,0) (0,0) (-0,0)
